-63.0,68.0,-9.0
-62.0,41.0,10.0
-25.0,27.0,25.0
9.0,27.0,37.0
43.0,41.0,42.0
75.0,73.0,33.0
128.0,126.0,-51.0
9999,9999,9999
-46.0,52.0,-29.0
-56.0,39.0,-18.0
-46.0,21.0,-10.0
9999,9999,9999
0.0,0.0,0.0
1.0,1.0,1.0
